level,label,bucket,reason,n_occurrences,n_trials,example_nct,first_seen,weeks_open,parser_rules_version
class,All Countries,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All Participants at Randomization,,unrecognized,1,1,NCT00038727,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All Parts Excluding Part A.2 and Parts J,,unrecognized,1,1,NCT04927065,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All Patients,,unrecognized,1,1,NCT03043872,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All RCC participants,,unrecognized,1,1,NCT05363072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All Sites,,unrecognized,1,1,NCT04124471,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All Subjects,,unrecognized,1,1,NCT02844439,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All in- and outpatients in 2015,,unrecognized,1,1,NCT04903496,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All in- and outpatients in 2017,,unrecognized,1,1,NCT04903496,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All in- and outpatients in 2019,,unrecognized,1,1,NCT04903496,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All patients and clinicians,,unrecognized,1,1,NCT02340767,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All patients at risk for PAD,,unrecognized,1,1,NCT03161327,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All patients with ICI primary and secondary resistance,,unrecognized,1,1,NCT02654587,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All randomized participants,,unrecognized,1,1,NCT02711553,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All randomized participants who received at least 1 dose of study drug,,unrecognized,1,1,NCT02711553,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All study participants,,unrecognized,1,1,NCT01833988,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All subjects,,unrecognized,1,1,NCT03905330,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Always,,unrecognized,1,1,NCT03741725,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Always discuss HIV with partners :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Alzheimer's Disease,,unrecognized,1,1,NCT04057807,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Anal Intercourse with Condom Failure,,unrecognized,1,1,NCT03313310,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Anal sex,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Anal sex with a condom,,unrecognized,1,1,NCT02248558,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Analyzed participants,,unrecognized,1,1,NCT01450943,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Anxiety Patients,,unrecognized,1,1,NCT00055224,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Any recent or concurrent sexually transmitted infection,,unrecognized,1,1,NCT05965427,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Any sex/gender,,unrecognized,1,1,NCT06561217,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Apneic Threshold & CO2 Reserve Analysis Population,,unrecognized,1,1,NCT00732199,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Approximately once a week,,unrecognized,1,1,NCT00635570,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Apremilast Sub-protocol,,unrecognized,1,1,NCT04590586,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Arbour Trails,,unrecognized,1,1,NCT04037436,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,As-Treated Set 1,,unrecognized,1,1,NCT06042049,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,As-Treated Set 2,,unrecognized,1,1,NCT06042049,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Assessment and Teach Back,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Assigned Sex at Birth,,unrecognized,1,1,NCT04743908,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Attitudes,,unrecognized,1,1,NCT06487390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Authors who provided complete IPD,,unrecognized,1,1,NCT02569411,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,BDC-UColorado,,unrecognized,1,1,NCT03369067,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,BMI group 1,,unrecognized,1,1,NCT01378299,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,BMI group 2,,unrecognized,1,1,NCT01378299,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,BMI group 3,,unrecognized,1,1,NCT01378299,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Bar-Korwa Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baricitinib 2mg Initial Study,,unrecognized,1,1,NCT05188521,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Barriers,,unrecognized,1,1,NCT06487390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline (Phase 1),,unrecognized,1,1,NCT03737383,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline (Phase 2),,unrecognized,1,1,NCT03737383,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline Period,,unrecognized,1,1,NCT03599557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline Period Sex,,unrecognized,1,1,NCT01070095,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline Providers,,unrecognized,1,1,NCT05328648,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline Survey Participants,,unrecognized,1,1,NCT05416372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Between 18 and 65 years,,unrecognized,1,1,NCT00985010,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Bi-Sexual,,unrecognized,1,1,NCT03277794,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,BiRD Phase,,unrecognized,1,1,NCT01559935,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Biological Sex,,unrecognized,1,1,NCT04419168,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Blood Pressure and Lipid Studies,,unrecognized,1,1,NCT00542178,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Blood contact/exchange,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Booster Period Month 49,,unrecognized,1,1,NCT00955682,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Booster Phase: Placebo,,unrecognized,1,1,NCT03970733,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Booster Phase: VLA15 with Alum higher dose,,unrecognized,1,1,NCT03970733,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Bovine Thrombin,,unrecognized,1,1,NCT02014402,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Brazil,,unrecognized,1,1,NCT04924660,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Brief Hyperoxia Response Analysis Population,,unrecognized,1,1,NCT00732199,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Broken condom,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Bronchiolitis patients (Active Deimplementation Phase, for primary outcome)",,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Bronchiolitis patients (Baseline Phase, for primary outcome)",,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Bronchiolitis patients (Exploratory Phase, for exploratory outcomes)",,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Bronchiolitis patients (Sustainment Phase, for primary outcome)",,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CCHMC Base ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CCHMC Satellite ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CHOP Base ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CLAI in past 3 months,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CM,,unrecognized,1,1,NCT03758066,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CNMC Base ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CNMC Satellite ED,,unrecognized,1,1,NCT01657344,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,COS cycle 2,,unrecognized,1,1,NCT01956123,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,COS cycle 3,,unrecognized,1,1,NCT01956123,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,COVID-19,,unrecognized,1,1,NCT06141824,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,CRC-MSS,,unrecognized,1,1,NCT04208958,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cambodia,,unrecognized,1,1,NCT00440999,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Canada,,unrecognized,1,1,NCT06456671,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cancer Survivors,,unrecognized,1,1,NCT05702723,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Cannot Be Reported Due to Participant Privacy,,unrecognized,1,1,NCT04586244,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Car Phase,,unrecognized,1,1,NCT01559935,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cardiac disorder,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care Partner sex,,unrecognized,1,1,NCT03283553,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care Recipient,,unrecognized,1,1,NCT05527405,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care Recipients (Korean Older Adults),,unrecognized,1,1,NCT03909347,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care partner (CP),,unrecognized,1,1,NCT03550131,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care recipient (CR),,unrecognized,1,1,NCT03550131,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care recipients,,unrecognized,1,1,NCT04418232,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver Data,,unrecognized,1,1,NCT03988621,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver age,,unrecognized,1,1,NCT04010227,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver gender,,unrecognized,1,1,NCT04869085,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver in caregiver-child pair,,unrecognized,1,1,NCT01519453,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregivers (separate from patients),,unrecognized,1,1,NCT03540771,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregivers of adolescents,,unrecognized,1,1,NCT03557151,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregivers who completed surveys,,unrecognized,1,1,NCT05387564,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chemsex care programs affiliated with NGO,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chemsex recovery therapy groups or counseling,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child biological sex,,unrecognized,1,1,NCT05096611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child care center directors,,unrecognized,1,1,NCT03319927,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child care providers,,unrecognized,1,1,NCT03319927,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child gender,,unrecognized,1,1,NCT01816074,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child in caregiver-child pair,,unrecognized,1,1,NCT01519453,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child with rare disease,,unrecognized,1,1,NCT04855734,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Children Sex,,unrecognized,1,1,NCT02395120,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Children participants,,unrecognized,1,1,NCT03294590,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chlamydia,,unrecognized,1,1,NCT03881007,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chronic,,unrecognized,1,1,NCT02522429,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chronic Hepatitis C patients,,unrecognized,1,1,NCT01600105,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ClinOleic,,unrecognized,1,1,NCT01943409,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic A,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic B,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic C,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic D,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic E,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic F,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic G,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic H,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic I,,unrecognized,1,1,NCT04107116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinic Staff,,unrecognized,1,1,NCT05472142,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinician Characteristics - Sex,,unrecognized,1,1,NCT05563714,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cognitively Normal,,unrecognized,1,1,NCT04057807,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Combination phase,,unrecognized,1,1,NCT02685709,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Communication Intervention,,unrecognized,1,1,NCT03599557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Comparative analysis set,,unrecognized,1,1,NCT05796245,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completed Data Collection for Aim 1,,unrecognized,1,1,NCT05586490,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completed Data Collection for Aim 2,,unrecognized,1,1,NCT05586490,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completed Data Collection for Aim 3,,unrecognized,1,1,NCT05586490,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completed Trial (ITT),,unrecognized,1,1,NCT03081117,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completed Trial (Per Protocol),,unrecognized,1,1,NCT03081117,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completers,,unrecognized,1,1,NCT03621280,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Completing study,,unrecognized,1,1,NCT02768727,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Composite MSHQ,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Condomless anal sex,,unrecognized,1,1,NCT02248558,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Contact Clients,,unrecognized,1,1,NCT05343390,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Contact person participants,,unrecognized,1,1,NCT04520113,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Control Group,,unrecognized,1,1,NCT02798354,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Core trial period,,unrecognized,1,1,NCT05870540,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Count by sex,,unrecognized,1,1,NCT04872569,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Count of Participants,,unrecognized,1,1,NCT05735652,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Crisaborole 2% BID,,unrecognized,1,1,NCT04040192,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Crisaborole 2% QD,,unrecognized,1,1,NCT04040192,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Crohn's disease,,unrecognized,1,1,NCT03834051,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cross-over for Treatment Failure,,unrecognized,1,1,NCT03738566,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Crossover,,unrecognized,1,1,NCT02763826,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Cycle 1, Rasburicase",,unrecognized,1,1,NCT01200485,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cytopenias,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,DB Treatment Period,,unrecognized,1,1,NCT04556734,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,DBT Phase,,unrecognized,1,1,NCT03941834,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,DIVI Team,,unrecognized,1,1,NCT04152603,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,DPPOS Participants,,unrecognized,1,1,NCT00038727,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dabigatran vs Apixaban (matched pop),,unrecognized,1,1,NCT03026556,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dabigatran vs Rivaroxaban (matched pop),,unrecognized,1,1,NCT03026556,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dabigatran vs VKA (matched pop),,unrecognized,1,1,NCT02785354,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dabigatran vs VKA(matched pop),,unrecognized,1,1,NCT02240667,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dementia Caregiver,,unrecognized,1,1,NCT03896711,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Demisexual,,unrecognized,1,1,NCT03912753,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demisexual,,unrecognized,1,1,NCT06229132,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demographics,,unrecognized,1,1,NCT03297645,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demographics Across Arms,,unrecognized,1,1,NCT02981303,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Development of malignant tumor,,unrecognized,1,1,NCT06790420,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dexmedetomidine,,unrecognized,1,1,NCT03284307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Diagnostic Phase,,unrecognized,1,1,NCT01667562,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not have receptive sex without a condom in past 3 months,,unrecognized,1,1,NCT03897049,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not specify,,unrecognized,1,1,NCT06425458,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Disagree,,unrecognized,1,1,NCT03808883,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Discharge,,unrecognized,1,1,NCT02004366,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Does not apply (providers),,unrecognized,1,1,NCT04584294,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Don't know,,unrecognized,1,1,NCT04922216,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dose Escalation,,unrecognized,1,1,NCT02763826,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dose Optimization Phase,,unrecognized,1,1,NCT05631626,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double Blind Phase,,unrecognized,1,1,NCT04712669,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double Masked Period,,unrecognized,1,1,NCT04133311,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double blind phase,,unrecognized,1,1,NCT05445557,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Controlled Trial,,unrecognized,1,1,NCT04629950,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Period,,unrecognized,1,1,NCT02586623,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Phase,,unrecognized,1,1,NCT05631626,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Relapse Prevention,,unrecognized,1,1,NCT05014919,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Sex,,unrecognized,1,1,NCT03323749,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Withdrawal Period,,unrecognized,1,1,NCT05668754,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-blind period,,unrecognized,1,1,NCT04424927,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dual Intervention,,unrecognized,1,1,NCT03316950,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Due to privacy concerns of single participant, data will not be shown for this outcome",,unrecognized,1,1,NCT04986072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ELL (English Language Learner),,unrecognized,1,1,NCT04717479,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,EMPOWER Study (randomized),,unrecognized,1,1,NCT03445988,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Efficacy Population,,unrecognized,1,1,NCT02221869,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Either Sex,,unrecognized,1,1,NCT00491374,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ejaculation,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ejaculations,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Elders,,unrecognized,1,1,NCT02807506,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Endline Providers,,unrecognized,1,1,NCT05328648,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled Population,,unrecognized,1,1,NCT02221869,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled under Amendment 1~3,,unrecognized,1,1,NCT03298022,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled under Amendment 4,,unrecognized,1,1,NCT03298022,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enteral feeding,,unrecognized,1,1,NCT03278847,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erectile function,,unrecognized,1,1,NCT00351819,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erection,,unrecognized,1,1,NCT00512707,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erlotinib,,unrecognized,1,1,NCT01667562,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 100mg,,unrecognized,1,1,NCT04676529,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 150mg,,unrecognized,1,1,NCT04676529,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 200mg,,unrecognized,1,1,NCT04676529,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation Phase,,unrecognized,1,1,NCT01693562,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Every time,,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exploration Phase,,unrecognized,1,1,NCT01693562,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exploring,,unrecognized,1,1,NCT03487796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Extended Dosing Phase,,unrecognized,1,1,NCT03436797,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F to M,,unrecognized,1,1,NCT02641236,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"F/F, M/M, M/F",,unrecognized,1,1,NCT00245037,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F/M,,unrecognized,1,1,NCT00245037,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FAS72+,,unrecognized,1,1,NCT03923426,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FAS72-,,unrecognized,1,1,NCT03923426,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FE-HS,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FQHC 1,,unrecognized,1,1,NCT04514341,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FQHC 2,,unrecognized,1,1,NCT04514341,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
