level,label,bucket,reason,n_occurrences,n_trials,example_nct,first_seen,weeks_open,parser_rules_version
class,"PISQ-IR Sexually Active Interest, Summary Score",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Assessment of Arousal, Orgasm",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Assessment of Desire",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Condition-specifc Impacts on Activity",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Condition-specific Impact on Sexual Quality",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Global Quality",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Condition Impact on Sexual Quality",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Condition Specific Reason for Not Being Active",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Global Quality",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Partner-Related Reasons for Not Being Active",,unrecognized,1,1,NCT03672461,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PLWD,,unrecognized,1,1,NCT04555616,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PLWD Sex,,unrecognized,1,1,NCT03786471,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PP population,,unrecognized,1,1,NCT02510235,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PVB,,unrecognized,1,1,NCT03086213,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent 1,,unrecognized,1,1,NCT05762835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent 2,,unrecognized,1,1,NCT05762835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent Gender,,unrecognized,1,1,NCT03521115,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent sex,,unrecognized,1,1,NCT02973815,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Guardian,,unrecognized,1,1,NCT03442114,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Infant Dyads,,unrecognized,1,1,NCT03885232,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Legal Guardians,,unrecognized,1,1,NCT05675020,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/caregiver participants,,unrecognized,1,1,NCT03294590,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parenteral nutrition,,unrecognized,1,1,NCT03278847,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents of Youth Patients,,unrecognized,1,1,NCT05626231,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents or Caregivers,,unrecognized,1,1,NCT05835362,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/LARs,,unrecognized,1,1,NCT04152603,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/caregivers,,unrecognized,1,1,NCT03385629,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/guardians (for exploratory outcomes),,unrecognized,1,1,NCT05132322,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1 (Fasted),,unrecognized,1,1,NCT05930782,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1 and Part 2,,unrecognized,1,1,NCT04905407,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Part 1: 16-week double-blind, randomized, placebo-controlled treatment period (Day 1 to Week 16)",,unrecognized,1,1,NCT02036970,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1A,,unrecognized,1,1,NCT05261191,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1B,,unrecognized,1,1,NCT05261191,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1a,,unrecognized,1,1,NCT02303574,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1b,,unrecognized,1,1,NCT02303574,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2 (Fed),,unrecognized,1,1,NCT05930782,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2 (OLE),,unrecognized,1,1,NCT03098797,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 3,,unrecognized,1,1,NCT04905407,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (15 Days),,unrecognized,1,1,NCT03691779,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (<14 kg Weight),,unrecognized,1,1,NCT02797132,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (>=14 kg Weight),,unrecognized,1,1,NCT02797132,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A.2 and Parts J,,unrecognized,1,1,NCT04927065,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A: Part A: Dose Escalation (Within Group),,unrecognized,1,1,NCT02705755,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (24 Weeks),,unrecognized,1,1,NCT03691779,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (<14 kg Weight),,unrecognized,1,1,NCT02797132,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (>=14 kg Weight),,unrecognized,1,1,NCT02797132,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B + A/B,,unrecognized,1,1,NCT02725567,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Randomized - Placebo,,unrecognized,1,1,NCT02705755,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Randomized - TD-9855,,unrecognized,1,1,NCT02705755,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part I (SAD),,unrecognized,1,1,NCT04036227,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part II (MAD),,unrecognized,1,1,NCT04036227,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant Reported Gender,,unrecognized,1,1,NCT04524598,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant with Dementia,,unrecognized,1,1,NCT05202223,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant-described Gender Identity,,unrecognized,1,1,NCT04066959,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants Analyzed,,unrecognized,1,1,NCT04948268,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants With Psychosis,,unrecognized,1,1,NCT06080477,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants assigned to open-label TD1414 TID,,unrecognized,1,1,NCT00626795,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants by Sex,,unrecognized,1,1,NCT02122458,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants randomized to blinded treatment,,unrecognized,1,1,NCT00626795,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants substituted,,unrecognized,1,1,NCT01546922,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants with G12C Mutation,,unrecognized,1,1,NCT02642042,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants with Non-G12C Mutation,,unrecognized,1,1,NCT02642042,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants with cognitive impairment,,unrecognized,1,1,NCT02729311,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants.,,unrecognized,1,1,NCT05233098,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Partners of Phase 2 patients,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Partners of patients with severe eosinophilic asthma Phase 2,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parts 2 and 3,,unrecognized,1,1,NCT03464019,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parts A + B,,unrecognized,1,1,NCT02855164,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Past two months,,unrecognized,1,1,NCT06001307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Past year,,unrecognized,1,1,NCT06001307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient Characteristics - Sex,,unrecognized,1,1,NCT05563714,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient Communication,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient Data,,unrecognized,1,1,NCT03988621,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient Sex/Gender,,unrecognized,1,1,NCT03576495,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient age,,unrecognized,1,1,NCT04010227,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient gender,,unrecognized,1,1,NCT04869085,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient participants,,unrecognized,1,1,NCT04347291,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient sex,,unrecognized,1,1,NCT03283553,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient with heart failure,,unrecognized,1,1,NCT04737759,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient/Family Caregiver Assessment,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patients with severe eosinophilic asthma Phase 1,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patients with severe eosinophilic asthma Phase 2,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pediatric Inpatients With Community Acquired Pneumonia,,unrecognized,1,1,NCT06027593,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pediatric Outpatients With Acute Otitis Media,,unrecognized,1,1,NCT06027593,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pediatric Population,,unrecognized,1,1,NCT01121588,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Peer Supporters,,unrecognized,1,1,NCT03689530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,People with Multiple Sclerosis,,unrecognized,1,1,NCT05878873,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Per Protocol Population,,unrecognized,1,1,NCT03861169,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Per protocol,,unrecognized,1,1,NCT02506868,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Per protocol set (PPS),,unrecognized,1,1,NCT02391116,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Per-protocol analysis set,,unrecognized,1,1,NCT03384966,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Period 1: Open-Label Run-In,,unrecognized,1,1,NCT03253796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Period 2: Open-Label Retreatment,,unrecognized,1,1,NCT03253796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Period 2: Withdrawal vs Continued Tx,,unrecognized,1,1,NCT03253796,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Period: Dental Hygienists (Secondary),,unrecognized,1,1,NCT03892200,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Periods 2 and 3,,unrecognized,1,1,NCT04581629,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Person Living with Dementia,,unrecognized,1,1,NCT03896711,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Persons living with dementia,,unrecognized,1,1,NCT06928467,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Persons with Dementia,,unrecognized,1,1,NCT02483520,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Persons with dementia,,unrecognized,1,1,NCT03622814,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pharmacodynamic analysis set,,unrecognized,1,1,NCT02472795,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 1 Patients with severe eosinophilic asthma,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 1: Natural History Period,,unrecognized,1,1,NCT02362425,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 2 patients with severe eosinophilic asthma,,unrecognized,1,1,NCT04680611,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 2: Randomized Period,,unrecognized,1,1,NCT02362425,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 2a,,unrecognized,1,1,NCT03816891,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 2b,,unrecognized,1,1,NCT03816891,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 3,,unrecognized,1,1,NCT04762680,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase I subjects with xerostomia,,unrecognized,1,1,NCT05058430,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase I subjects without xerostomia,,unrecognized,1,1,NCT05058430,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase II analysis,,unrecognized,1,1,NCT01013649,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase II subjects with xerostomia,,unrecognized,1,1,NCT05058430,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase II subjects without xerostomia,,unrecognized,1,1,NCT05058430,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase III,,unrecognized,1,1,NCT05124691,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase III analysis,,unrecognized,1,1,NCT01013649,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Physicians,,unrecognized,1,1,NCT05387564,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pita Study,,unrecognized,1,1,NCT01806688,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo,,unrecognized,1,1,NCT02348619,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo Comparator: Placebo (Folic acid),,unrecognized,1,1,NCT01436266,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo and AS012 Regimens,,unrecognized,1,1,NCT04487860,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo in TP2 - JIA Category: ERA,,unrecognized,1,1,NCT03031782,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo in TP2 - JIA Category: JPsA,,unrecognized,1,1,NCT03031782,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Placebo to AS012 Regimens,,unrecognized,1,1,NCT04487860,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Positive,,unrecognized,1,1,NCT00978068,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Post-Intervention,,unrecognized,1,1,NCT02402881,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Post-Randomization,,unrecognized,1,1,NCT03896789,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Post-Trial Sex,,unrecognized,1,1,NCT04263363,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pre-Implementation,,unrecognized,1,1,NCT01875861,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pre-Intervention,,unrecognized,1,1,NCT02402881,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Pre-Trial Sex,,unrecognized,1,1,NCT04263363,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Present,,unrecognized,1,1,NCT03332303,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Previously Treated Participants,,unrecognized,1,1,NCT02699450,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Primary Care Participants,,unrecognized,1,1,NCT04350866,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Primary Caregivers,,unrecognized,1,1,NCT04058886,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Primary care providers,,unrecognized,1,1,NCT04418232,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Primary family caregiver,,unrecognized,1,1,NCT04855734,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Private or public employed,,unrecognized,1,1,NCT03500172,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Progressive improvement in walking performance,,unrecognized,1,1,NCT05103280,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Propofol,,unrecognized,1,1,NCT03284307,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Q2W Regimen,,unrecognized,1,1,NCT02222922,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Q3W Regimen,,unrecognized,1,1,NCT02222922,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Quality assessment,,unrecognized,1,1,NCT01918072,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,RCT phase,,unrecognized,1,1,NCT02685709,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,RHB-104 from RHB-104,,unrecognized,1,1,NCT03009396,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,RHB-104 from placebo,,unrecognized,1,1,NCT03009396,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Randomized Participants,,unrecognized,1,1,NCT03689530,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Randomized treatment phase (RTP),,unrecognized,1,1,NCT03528681,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ranen Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Rarely,,unrecognized,1,1,NCT05396014,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Recent HIV test (within 6 months) :,,unrecognized,1,1,NCT03058835,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Recipient gender,,unrecognized,1,1,NCT05462041,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Rectal Chlamydia,,unrecognized,1,1,NCT01836445,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Rectal Gonorrhea,,unrecognized,1,1,NCT01836445,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Reference,,unrecognized,1,1,NCT02354482,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Reported History of STI Diagnosis,,unrecognized,1,1,NCT02128217,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Reported gender,,unrecognized,1,1,NCT03704142,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Reru Field Station,,unrecognized,1,1,NCT00223990,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Rescue therapy,,unrecognized,1,1,NCT02132195,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Resident Sex/Gender,,unrecognized,1,1,NCT03576495,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Resident participants,,unrecognized,1,1,NCT05255068,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Resident-Participants,,unrecognized,1,1,NCT04855357,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Result Totals,,unrecognized,1,1,NCT00863343,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Rivaroxaban vs VKA (matched pop),,unrecognized,1,1,NCT02785354,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Run-in phase,,unrecognized,1,1,NCT02685709,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Russia, Krasnodar",,unrecognized,1,1,NCT02143128,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SAD-HS,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SB204,,unrecognized,1,1,NCT02242760,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SCED 1 + 2 Instructors,,unrecognized,1,1,NCT04518358,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SCED 1 Adults with ASD,,unrecognized,1,1,NCT04518358,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SCED 2 Adults with ASD,,unrecognized,1,1,NCT04518358,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SD-CP,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SD-UP,,unrecognized,1,1,NCT04510090,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SS1,,unrecognized,1,1,NCT04173273,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SS3,,unrecognized,1,1,NCT04173273,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SS4,,unrecognized,1,1,NCT04173273,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SSA,,unrecognized,1,1,NCT04173273,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,SWAT trial,,unrecognized,1,1,NCT04717258,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Safety Lead-In,,unrecognized,1,1,NCT03093870,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Same Gender Loving,,unrecognized,1,1,NCT03313310,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Second line,,unrecognized,1,1,NCT03193866,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sedative,,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Seed Study,,unrecognized,1,1,NCT01806688,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Segment 1,,unrecognized,1,1,NCT01029704,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Segment 2,,unrecognized,1,1,NCT01029704,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Selection of Gender,,unrecognized,1,1,NCT02615171,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Self-Identified Sexual/Gender Identity,,unrecognized,1,1,NCT05161689,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Self-Reported Gender,,unrecognized,1,1,NCT00288353,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Self-employed (formal or informal),,unrecognized,1,1,NCT03500172,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Self-reported STI in the lifetime (any kind),,unrecognized,1,1,NCT06187415,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Self-reported gender identity,,unrecognized,1,1,NCT03951766,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Semen contact/exchange,,unrecognized,1,1,NCT04233372,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex (2 total/combined groups),,unrecognized,1,1,NCT02432846,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex (4 arms/strata),,unrecognized,1,1,NCT02432846,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex (NIH/OMB),,unrecognized,1,1,NCT05625061,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex (Part 1),,unrecognized,1,1,NCT01200862,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex (Part 2),,unrecognized,1,1,NCT01200862,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex - Lead Safety Phase,,unrecognized,1,1,NCT01576016,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex - MRI Safety Phase,,unrecognized,1,1,NCT01576016,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex : Sex,,unrecognized,1,1,NCT02674659,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex Assigned at Birth,,unrecognized,1,1,NCT06065176,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex Data for Participants Enrolled in Study mRNA-1273-P203,,unrecognized,1,1,NCT04649151,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex Data for Participants Enrolled in Study mRNA-1273-P204,,unrecognized,1,1,NCT04796896,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex and menopausal status,,unrecognized,1,1,NCT03147287,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex assigned a birth,,unrecognized,1,1,NCT05899218,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex at Birth and Use of Gender-Affirming Hormones,,unrecognized,1,1,NCT04840199,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex in All Subjects,,unrecognized,1,1,NCT03979313,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex not analyzed,,unrecognized,1,1,NCT05337306,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of Infants,,unrecognized,1,1,NCT01667549,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of Mothers,,unrecognized,1,1,NCT01667549,2026-09-14,0,parsers.R@2026-08-17 / outcomes@2026-09-10
